region,latitude,longitude,price_czk,area_m2,vlastnictvi,energ_stitek,dist_vecerka_m,dist_obchod_m,dist_tram_m,dist_metro_m,dist_bus_mhd_m,url,construction,condition,floor,city,district,heating,rooms,kitchen,price_per_m2
Moravskoslezský kraj,49.77489674,18.45021375,1250000.0,23,2,1.0,75.0,525.0,,,143.0,https://www.sreality.cz/detail/prodej/byt/1+kk/havirov-podlesi-kosmonautu/775020620,Panelová,3.0,1.0,Havířov,Podlesí,,1.0,0.0,54347.82608695652
Ústecký kraj,50.99617596,14.57282694,1250000.0,35,2,1.0,212.0,3233.0,,,413.0,https://www.sreality.cz/detail/prodej/byt/1+1/jirikov-stary-jirikov-svobodova/2651951180,Panelová,4.0,2.0,Jiříkov,Starý Jiříkov,,1.0,1.0,35714.28571428572
Ústecký kraj,50.68076408,14.11636813,1250000.0,99,1,1.0,73.0,,,,68.0,https://www.sreality.cz/detail/prodej/byt/4+1/usti-nad-labem-mojzir-jindricha-plachty/2708123724,Panelová,3.0,2.0,Ústí nad Labem,Mojžíř,,4.0,1.0,12626.262626262625
Ústecký kraj,50.45352042,14.3735598,1250000.0,14,1,4.0,16.0,277.0,,,232.0,https://www.sreality.cz/detail/prodej/byt/1+kk/steti-steti-kratka/3219832908,Cihlová,5.0,2.0,Štětí, Litoměřice,,1.0,0.0,89285.71428571429
Ústecký kraj,50.55869147,13.77779724,1250000.0,54,1,1.0,61.0,748.0,,,71.0,https://www.sreality.cz/detail/prodej/byt/2+1/bilina-teplicke-predmesti-m-svabinskeho/477610060,Panelová,3.0,2.0,Bílina,Teplické Předměstí,,2.0,1.0,23148.14814814815
Jihočeský kraj,49.05729556,14.44775222,1255650.0,42,2,6.0,218.0,5944.0,,,288.0,https://www.sreality.cz/detail/prodej/byt/1+kk/hluboka-nad-vltavou-hluboka-nad-vltavou-masarykova/3840488780,Cihlová,8.0,3.0,Hluboká nad Vltavou, České Budějovice,Plynový kotel,1.0,0.0,29896.428571428572
Ústecký kraj,50.74081241,14.19315212,1260000.0,42,2,1.0,135.0,3337.0,,,220.0,https://www.sreality.cz/detail/prodej/byt/2+kk/decin-decin-xxxii-boletice-nad-labem-csl-partyzanu/1378414668,Panelová,3.0,3.0,Děčín,Děčín XXXII-Boletice nad Labem,,2.0,0.0,30000.0
Jihočeský kraj,49.46557498,14.06922164,1260000.0,90,1,1.0,311.0,,,,355.0,https://www.sreality.cz/detail/prodej/byt/3+1/cimelice-cimelice-/3335324492,Kamenná,2.0,2.0,Čimelice, Písek,"Lokální tuhá paliva, Lokální elektrické",3.0,1.0,14000.0
Moravskoslezský kraj,50.04469254,17.58964188,1260000.0,74,1,1.0,663.0,,,,94.0,https://www.sreality.cz/detail/prodej/byt/3+1/zator-loucky-/4178489420,Cihlová,2.0,1.0,Zátor,Loučky,Lokální tuhá paliva,3.0,1.0,17027.027027027027
Ústecký kraj,50.55822706,13.77670966,1265000.0,55,1,1.0,24.0,665.0,,,124.0,https://www.sreality.cz/detail/prodej/byt/2+1/bilina-teplicke-predmesti-m-svabinskeho/2874966092,Panelová,5.0,2.0,Bílina,Teplické Předměstí,Centrální dálkové,2.0,1.0,23000.0
Karlovarský kraj,50.16412266,12.57872345,1280000.0,67,0,1.0,203.0,,,,117.0,https://www.sreality.cz/detail/prodej/byt/3+1/bukovany-bukovany-/3618238540,Panelová,3.0,4.0,Bukovany, Sokolov,Ústřední dálkové,3.0,1.0,19104.4776119403
Karlovarský kraj,50.33404535,12.50454543,1280000.0,38,1,1.0,152.0,4615.0,,,165.0,https://www.sreality.cz/detail/prodej/byt/1+1/kraslice-kraslice-b-smetany/2481557580,Panelová,3.0,4.0,Kraslice, Sokolov,,1.0,1.0,33684.21052631579
Moravskoslezský kraj,49.872083,18.432291,1280000.0,38,2,1.0,173.0,477.0,,,365.0,https://www.sreality.cz/detail/prodej/byt/1+1/orlova-lutyne-lesni/735839052,Panelová,3.0,6.0,Orlová,Lutyně,,1.0,1.0,33684.21052631579
Moravskoslezský kraj,49.93130386,17.5319936,1280000.0,58,1,1.0,51.0,,,,90.0,https://www.sreality.cz/detail/prodej/byt/2+1/razova-razova-/4102320972,Panelová,3.0,3.0,Razová, Bruntál,Centrální dálkové,2.0,1.0,22068.96551724138
Ústecký kraj,50.483977,13.431997,1285367.0,36,2,4.0,103.0,884.0,,,56.0,https://www.sreality.cz/detail/prodej/byt/1+1/chomutov-chomutov-zahradni/1606058060,Panelová,3.0,1.0,Chomutov,Chomutov,Ústřední dálkové,1.0,1.0,35704.63888888889
Karlovarský kraj,50.30730538,12.55004561,1290000.0,53,1,1.0,241.0,,,,23.0,https://www.sreality.cz/detail/prodej/byt/2+1/rotava-rotava-sidliste/4176007244,Panelová,3.0,2.0,Rotava, Sokolov,Plynový kotel,2.0,1.0,24339.622641509435
Moravskoslezský kraj,49.6635992,18.67320069,1290000.0,17,2,1.0,208.0,323.0,,,261.0,https://www.sreality.cz/detail/prodej/byt/1+kk/trinec-lyzbice-beskydska/2153422924,Panelová,3.0,6.0,Třinec,Lyžbice,Ústřední dálkové,1.0,0.0,75882.35294117648
Ústecký kraj,50.47833732,13.4165297,1290000.0,42,1,4.0,39.0,1587.0,,,129.0,https://www.sreality.cz/detail/prodej/byt/1+1/chomutov-chomutov-holesicka/3680952396,Panelová,2.0,2.0,Chomutov,Chomutov,Centrální dálkové,1.0,1.0,30714.285714285714
Moravskoslezský kraj,49.85177788,18.55048919,1290000.0,20,2,1.0,170.0,698.0,,,72.0,https://www.sreality.cz/detail/prodej/byt/1+kk/karvina-raj-prameny/2483589196,Panelová,4.0,2.0,Karviná,Ráj,Ústřední dálkové,1.0,0.0,64500.0
Ústecký kraj,50.68585142,13.88278036,1290000.0,79,2,1.0,247.0,3069.0,,,145.0,https://www.sreality.cz/detail/prodej/byt/3+1/krupka-marsov-karla-capka/940552268,Panelová,3.0,3.0,Krupka,Maršov,Ústřední dálkové,3.0,1.0,16329.113924050633
Ústecký kraj,50.480056,13.415388,1290000.0,36,2,5.0,,,,,118.0,https://www.sreality.cz/detail/prodej/byt/1+1/chomutov-chomutov-17-listopadu/3737387852,Panelová,3.0,6.0,Chomutov,Chomutov,,1.0,1.0,35833.333333333336
Ústecký kraj,50.68076536,14.11636971,1290000.0,100,1,1.0,73.0,,,,68.0,https://www.sreality.cz/detail/prodej/byt/4+1/usti-nad-labem-mojzir-jindricha-plachty/3119006540,Panelová,3.0,7.0,Ústí nad Labem,Mojžíř,Ústřední dálkové,4.0,1.0,12900.0
Ústecký kraj,50.5585481,13.7774406,1290000.0,53,1,1.0,91.0,921.0,,,147.0,https://www.sreality.cz/detail/prodej/byt/2+1/bilina-teplicke-predmesti-m-svabinskeho/1874559052,Panelová,3.0,3.0,Bílina,Teplické Předměstí,,2.0,1.0,24339.622641509435
Ústecký kraj,50.67992595,14.11700659,1290000.0,66,2,1.0,106.0,,,,74.0,https://www.sreality.cz/detail/prodej/byt/3+1/usti-nad-labem-mojzir-jindricha-plachty/259821644,Panelová,3.0,1.0,Ústí nad Labem,Mojžíř,Ústřední dálkové,3.0,1.0,19545.454545454544
Jihočeský kraj,49.20244739,13.72960531,1290000.0,52,1,1.0,3426.0,,,,118.0,https://www.sreality.cz/detail/prodej/byt/2+1/strasice-strasice-/1790816332,Cihlová,2.0,1.0,Strašice, Strakonice,,2.0,1.0,24807.69230769231
Královéhradecký kraj,50.43829333,15.81650855,1290000.0,110,1,1.0,302.0,1213.0,,,200.0,https://www.sreality.cz/detail/prodej/byt/4+1/dvur-kralove-nad-labem-dvur-kralove-nad-labem-hlavkova/3010483020,Cihlová,9.0,3.0,Dvůr Králové nad Labem, Trutnov,,4.0,1.0,11727.272727272728
Karlovarský kraj,50.17437761,12.64731524,1290000.0,25,1,1.0,45.0,1484.0,,,190.0,https://www.sreality.cz/detail/prodej/byt/1+kk/sokolov-sokolov-jiriho-z-podebrad/971751500,Panelová,3.0,2.0,Sokolov,Sokolov,Centrální dálkové,1.0,0.0,51600.0
Karlovarský kraj,50.17394383,12.65897653,1290000.0,25,1,1.0,52.0,360.0,,,24.0,https://www.sreality.cz/detail/prodej/byt/1+kk/sokolov-sokolov-sokolovska/3287007308,Cihlová,3.0,1.0,Sokolov,Sokolov,Centrální dálkové,1.0,0.0,51600.0
Jihočeský kraj,49.05810214,13.7835215,1290000.0,37,2,1.0,62.0,,,,97.0,https://www.sreality.cz/detail/prodej/byt/1+kk/vimperk-vimperk-ii-1-maje/1786232908,Cihlová,3.0,2.0,Vimperk,Vimperk II,Přímotop,1.0,0.0,34864.86486486487
Ústecký kraj,50.68697216,13.87969121,1295000.0,69,2,1.0,279.0,3117.0,,,286.0,https://www.sreality.cz/detail/prodej/byt/3+1/krupka-marsov-dukelskych-hrdinu/3624775756,Panelová,3.0,8.0,Krupka,Maršov,,3.0,1.0,18768.115942028984
Ústecký kraj,50.68697216,13.87969121,1295000.0,69,2,1.0,279.0,3117.0,,,286.0,https://www.sreality.cz/detail/prodej/byt/3+1/krupka-marsov-dukelskych-hrdinu/2869801036,Panelová,3.0,7.0,Krupka,Maršov,,3.0,1.0,18768.115942028984
Karlovarský kraj,50.2208008,12.1842806,1295000.0,78,1,1.0,285.0,1318.0,,,219.0,https://www.sreality.cz/detail/prodej/byt/3+1/as-as-jiraskova/3534230348,Cihlová,3.0,3.0,Aš, Cheb,Ústřední plynové,3.0,1.0,16602.5641025641
Pardubický kraj,49.70182829,16.68600671,1295000.0,60,1,1.0,2986.0,,,,198.0,https://www.sreality.cz/detail/prodej/byt/2+1/mestecko-trnavka-pacov-/2459934796,Cihlová,2.0,2.0,Městečko Trnávka,Pacov,,2.0,1.0,21583.333333333332
Moravskoslezský kraj,49.87509657,18.44007178,1299000.0,33,2,1.0,240.0,649.0,,,146.0,https://www.sreality.cz/detail/prodej/byt/1+kk/orlova-lutyne-1-maje/1184165964,Panelová,5.0,11.0,Orlová,Lutyně,Ústřední dálkové,1.0,0.0,39363.63636363636
Ústecký kraj,50.59328031,13.57037238,1299000.0,80,2,1.0,44.0,2361.0,2428.0,,33.0,https://www.sreality.cz/detail/prodej/byt/4+1/litvinov-janov-hamerska/211320908,Panelová,3.0,3.0,Litvínov,Janov,Ústřední dálkové,4.0,1.0,16237.5
Moravskoslezský kraj,49.79432831,17.62978653,1299000.0,50,2,1.0,63.0,,,,996.0,https://www.sreality.cz/detail/prodej/byt/2+1/budisov-nad-budisovkou-budisov-nad-budisovkou-namesti-republiky/2614857804,Cihlová,3.0,1.0,Budišov nad Budišovkou, Opava,"Plynový kotel, Ústřední dálkové",2.0,1.0,25980.0
Ústecký kraj,50.49742155,13.43384361,1300000.0,35,2,1.0,275.0,786.0,,,88.0,https://www.sreality.cz/detail/prodej/byt/1+1/jirkov-jirkov-na-borku/2348339276,Panelová,5.0,4.0,Jirkov, Chomutov,Centrální dálkové,1.0,1.0,37142.857142857145
Moravskoslezský kraj,49.87533092,18.4308374,1300000.0,40,2,5.0,259.0,216.0,,,47.0,https://www.sreality.cz/detail/prodej/byt/1+1/orlova-lutyne-masarykova-trida/1460002892,Panelová,5.0,7.0,Orlová,Lutyně,,1.0,1.0,32500.0
Karlovarský kraj,50.260673,12.848918,1300000.0,22,1,1.0,1882.0,3110.0,,,79.0,https://www.sreality.cz/detail/prodej/byt/1+1/karlovy-vary-cankov-/1056890956,Smíšená,2.0,1.0,Karlovy Vary,Čankov,,1.0,1.0,59090.90909090909
Ústecký kraj,50.55869147,13.77779724,1300000.0,54,1,1.0,61.0,748.0,,,71.0,https://www.sreality.cz/detail/prodej/byt/2+1/bilina-teplicke-predmesti-m-svabinskeho/1340903500,Panelová,3.0,2.0,Bílina,Teplické Předměstí,,2.0,1.0,24074.074074074073
Ústecký kraj,50.63391818,13.80831974,1300000.0,24,2,1.0,41.0,455.0,,,116.0,https://www.sreality.cz/detail/prodej/byt/1+kk/teplice-retenice-bratislavska/3807875148,Panelová,3.0,9.0,Teplice,Řetenice,Centrální dálkové,1.0,0.0,54166.666666666664
Ústecký kraj,50.59254959,13.56974142,1300000.0,75,2,5.0,116.0,2404.0,2455.0,,61.0,https://www.sreality.cz/detail/prodej/byt/3+1/litvinov-janov-hamerska/2164846668,Panelová,3.0,3.0,Litvínov,Janov,Ústřední dálkové,3.0,1.0,17333.333333333332
Ústecký kraj,50.55869,13.77756,1300000.0,55,1,1.0,44.0,739.0,,,84.0,https://www.sreality.cz/detail/prodej/byt/2+1/bilina-teplicke-predmesti-m-svabinskeho/54513740,Panelová,3.0,2.0,Bílina,Teplické Předměstí,,2.0,1.0,23636.363636363636
Královéhradecký kraj,50.60683,16.332307,1300000.0,26,1,1.0,92.0,2448.0,,,278.0,https://www.sreality.cz/detail/prodej/byt/1+kk/broumov-olivetin-dukelska/2666971212,Panelová,5.0,1.0,Broumov,Olivětín,Radiátory,1.0,0.0,50000.0
Olomoucký kraj,50.21438983,17.20313657,1301640.0,20,1,1.0,340.0,1279.0,,,19.0,https://www.sreality.cz/detail/prodej/byt/1+kk/jesenik-bukovice-sumperska/1856656204,Cihlová,4.0,1.0,Jeseník,Bukovice,,1.0,0.0,65082.0
Karlovarský kraj,50.16412266,12.57872345,1310000.0,77,0,1.0,203.0,,,,117.0,https://www.sreality.cz/detail/prodej/byt/2+1/bukovany-bukovany-/3552350284,Cihlová,3.0,4.0,Bukovany, Sokolov,Ústřední dálkové,2.0,1.0,17012.987012987014
Ústecký kraj,50.48025979,13.41601942,1319790.0,36,2,4.0,243.0,1817.0,,,85.0,https://www.sreality.cz/detail/prodej/byt/1+1/chomutov-chomutov-17-listopadu/3610570828,Panelová,3.0,5.0,Chomutov,Chomutov,Ústřední dálkové,1.0,1.0,36660.833333333336
Karlovarský kraj,50.31633806,12.51942761,1321000.0,34,2,1.0,1425.0,,,,120.0,https://www.sreality.cz/detail/prodej/byt/1+1/kraslice-kraslice-soukenicka/1817899084,Panelová,3.0,4.0,Kraslice, Sokolov,Ústřední dálkové,1.0,1.0,38852.94117647059
Královéhradecký kraj,50.627649,16.259007,1325000.0,51,1,5.0,1250.0,,,,698.0,https://www.sreality.cz/detail/prodej/byt/1+1/mezimesti-mezimesti-skolni/3347963980,Cihlová,3.0,1.0,Meziměstí, Náchod,Přímotop,1.0,1.0,25980.392156862745
Ústecký kraj,50.47653289,13.41260871,1325000.0,23,1,4.0,201.0,1497.0,,,86.0,https://www.sreality.cz/detail/prodej/byt/1+kk/chomutov-chomutov-brezenecka/3842752588,Skeletová,3.0,10.0,Chomutov,Chomutov,Centrální dálkové,1.0,0.0,57608.69565217391
Olomoucký kraj,49.88881775,17.13994343,1330000.0,59,1,1.0,516.0,,,,504.0,https://www.sreality.cz/detail/prodej/byt/2+1/oskava-oskava-/966389836,Cihlová,2.0,2.0,Oskava, Šumperk,Lokální elektrické,2.0,1.0,22542.372881355932
Karlovarský kraj,50.330336,12.5055234,1330000.0,40,1,4.0,117.0,4901.0,,,342.0,https://www.sreality.cz/detail/prodej/byt/2+kk/kraslice-kraslice-pod-nadrazim/627634252,Panelová,3.0,7.0,Kraslice, Sokolov,Ústřední dálkové,2.0,0.0,33250.0
Moravskoslezský kraj,49.97816062,17.86343094,1330000.0,52,1,1.0,144.0,3790.0,,,44.0,https://www.sreality.cz/detail/prodej/byt/2+1/opava-vavrovice-/3842982732,Cihlová,3.0,2.0,Opava,Vávrovice,Elektrokotel,2.0,1.0,25576.923076923078
Moravskoslezský kraj,49.86982338,18.55758008,1340000.0,31,2,5.0,51.0,794.0,,,224.0,https://www.sreality.cz/detail/prodej/byt/1+kk/karvina-hranice-csl-armady/3406872652,Panelová,3.0,2.0,Karviná,Hranice,Ústřední dálkové,1.0,0.0,43225.8064516129
Liberecký kraj,50.7256956,15.16571846,1345390.0,33,2,3.0,195.0,247.0,318.0,,88.0,https://www.sreality.cz/detail/prodej/byt/1+kk/jablonec-nad-nisou-jablonec-nad-nisou-prumyslova/982306892,Cihlová,4.0,3.0,Jablonec nad Nisou,Jablonec nad Nisou,,1.0,0.0,40769.393939393936
Plzeňský kraj,49.981975,13.483199,1349000.0,26,1,1.0,135.0,,,,216.0,https://www.sreality.cz/detail/prodej/byt/1+kk/kralovice-kralovice-na-palcatech/4223582284,Smíšená,3.0,4.0,Kralovice, Plzeň-sever,Krbová kamna,1.0,0.0,51884.61538461538
Ústecký kraj,50.48200292,13.42819958,1350000.0,36,2,1.0,96.0,1184.0,,,192.0,https://www.sreality.cz/detail/prodej/byt/1+1/chomutov-chomutov-kamenna/266399820,Panelová,3.0,1.0,Chomutov,Chomutov,,1.0,1.0,37500.0
Ústecký kraj,50.48599,13.438196,1350000.0,36,2,4.0,186.0,469.0,,,71.0,https://www.sreality.cz/detail/prodej/byt/1+1/chomutov-chomutov-pisecna/1267916876,Panelová,3.0,2.0,Chomutov,Chomutov,,1.0,1.0,37500.0
Moravskoslezský kraj,49.96379451,17.60153271,1350000.0,35,2,1.0,334.0,,,,129.0,https://www.sreality.cz/detail/prodej/byt/1+1/horni-benesov-horni-benesov-leskovska/1844921164,Smíšená,3.0,1.0,Horní Benešov, Bruntál,Ústřední tuhá paliva,1.0,1.0,38571.42857142857
Ústecký kraj,50.68622333,13.88371378,1350000.0,61,2,6.0,324.0,3136.0,,,125.0,https://www.sreality.cz/detail/prodej/byt/2+1/krupka-marsov-karla-capka/1328541772,Panelová,3.0,3.0,Krupka,Maršov,Ústřední dálkové,2.0,1.0,22131.147540983606
Ústecký kraj,50.6712918,14.095808,1350000.0,31,2,5.0,117.0,4105.0,,,252.0,https://www.sreality.cz/detail/prodej/byt/1+kk/usti-nad-labem-krasne-brezno-obvodova/3306192972,Panelová,5.0,4.0,Ústí nad Labem,Krásné Březno,Centrální dálkové,1.0,0.0,43548.3870967742
Karlovarský kraj,50.24506843,12.74696804,1350000.0,19,1,5.0,92.0,4955.0,,,284.0,https://www.sreality.cz/detail/prodej/byt/1+kk/chodov-chodov-jiraskova/4066431052,Panelová,3.0,2.0,Chodov, Sokolov,Ústřední dálkové,1.0,0.0,71052.63157894737
Karlovarský kraj,50.23673919,12.74961534,1350000.0,24,1,4.0,235.0,4432.0,,,331.0,https://www.sreality.cz/detail/prodej/byt/1+kk/chodov-chodov-u-porcelanky/2892288076,Panelová,3.0,3.0,Chodov, Sokolov,,1.0,0.0,56250.0
Ústecký kraj,50.6744032,14.1060823,1350000.0,40,2,1.0,240.0,,,,115.0,https://www.sreality.cz/detail/prodej/byt/1+1/usti-nad-labem-nestemice-mlynska/3601645644,Panelová,5.0,2.0,Ústí nad Labem,Neštěmice,Centrální dálkové,1.0,1.0,33750.0
Kraj Vysočina,49.216264,15.882853,9900000.0,108,2,4.0,71.0,926.0,,,17.0,https://www.sreality.cz/detail/prodej/byt/4+kk/trebic-vnitrni-mesto-karlovo-nam/4055495244,Smíšená,5.0,2.0,Třebíč,Vnitřní Město,Podlahové,4.0,0.0,91666.66666666667
Moravskoslezský kraj,49.95151003,17.73447415,1360000.0,53,1,1.0,2521.0,,,,62.0,https://www.sreality.cz/detail/prodej/byt/2+1/velke-heraltice-sadek-/3701375052,Cihlová,3.0,2.0,Velké Heraltice,Sádek,"Elektrokotel, Kotel na tuhá paliva",2.0,1.0,25660.377358490565
Ústecký kraj,50.48618007,13.43830026,1360000.0,36,2,1.0,186.0,469.0,,,71.0,https://www.sreality.cz/detail/prodej/byt/1+1/chomutov-chomutov-pisecna/528072780,Panelová,3.0,5.0,Chomutov,Chomutov,Centrální dálkové,1.0,1.0,37777.77777777778
Pardubický kraj,49.7601829,16.4645865,1364000.0,40,2,6.0,266.0,1057.0,,,314.0,https://www.sreality.cz/detail/prodej/byt/1+kk/svitavy-predmesti-ottendorferova/3560542284,Cihlová,8.0,2.0,Svitavy,Předměstí,Centrální dálkové,1.0,0.0,34100.0
Karlovarský kraj,49.96557152,12.66425734,1370000.0,102,1,1.0,576.0,2253.0,,,147.0,https://www.sreality.cz/detail/prodej/byt/2+1/velka-hledsebe-klimentov-/994394956,Smíšená,5.0,1.0,Velká Hleďsebe,Klimentov,Plynový kondenzační kotel,2.0,1.0,13431.372549019608
Moravskoslezský kraj,49.9122322,17.36412145,1370000.0,46,2,5.0,448.0,,,,716.0,https://www.sreality.cz/detail/prodej/byt/2+1/bridlicna-bridlicna-jesenicka/2940313676,Panelová,3.0,4.0,Břidličná, Bruntál,,2.0,1.0,29782.608695652172
Ústecký kraj,50.54167597,13.77945068,1370000.0,54,1,1.0,229.0,1205.0,,,138.0,https://www.sreality.cz/detail/prodej/byt/2+1/bilina-prazske-predmesti-fugnerova/1358004300,Panelová,5.0,3.0,Bílina,Pražské Předměstí,Centrální dálkové,2.0,1.0,25370.37037037037
Ústecký kraj,50.68615904,13.88158929,1370000.0,63,2,1.0,220.0,3046.0,,,229.0,https://www.sreality.cz/detail/prodej/byt/2+1/krupka-marsov-karla-capka/2472529996,Panelová,5.0,6.0,Krupka,Maršov,Ústřední dálkové,2.0,1.0,21746.031746031746
Ústecký kraj,50.6871174,13.8805489,1370000.0,69,2,1.0,314.0,3146.0,,,322.0,https://www.sreality.cz/detail/prodej/byt/3+1/krupka-marsov-dukelskych-hrdinu/3319316556,Panelová,4.0,4.0,Krupka,Maršov,Ústřední dálkové,3.0,1.0,19855.072463768116
Karlovarský kraj,50.30416803,12.55432617,1375000.0,54,1,3.0,58.0,,,,26.0,https://www.sreality.cz/detail/prodej/byt/3+1/rotava-rotava-sidliste/1211027532,Panelová,3.0,7.0,Rotava, Sokolov,Ústřední dálkové,3.0,1.0,25462.962962962964
Karlovarský kraj,50.13893747,12.79757552,1375000.0,49,1,1.0,129.0,,,,275.0,https://www.sreality.cz/detail/prodej/byt/2+1/horni-slavkov-horni-slavkov-zahradni/2023669836,Cihlová,5.0,3.0,Horní Slavkov, Sokolov,Ústřední dálkové,2.0,1.0,28061.224489795917
Ústecký kraj,50.5018717,13.4480608,1380000.0,40,2,5.0,176.0,368.0,,,134.0,https://www.sreality.cz/detail/prodej/byt/1+1/jirkov-jirkov-cervenohradecka/2065887308,Panelová,3.0,6.0,Jirkov, Chomutov,Ústřední dálkové,1.0,1.0,34500.0
Olomoucký kraj,50.07098756,16.93114658,1380000.0,33,1,1.0,41.0,,,,108.0,https://www.sreality.cz/detail/prodej/byt/1+1/hanusovice-hanusovice-hlavni/2508574796,Cihlová,3.0,2.0,Hanušovice, Šumperk,Lokální tuhá paliva,1.0,1.0,41818.181818181816
Moravskoslezský kraj,49.87519704,17.35830706,1380000.0,80,1,1.0,78.0,,,,49.0,https://www.sreality.cz/detail/prodej/byt/3+1/ryzoviste-ryzoviste-nam-miru/3527524428,Panelová,3.0,1.0,Ryžoviště, Bruntál,Ústřední dálkové,3.0,1.0,17250.0
Karlovarský kraj,50.32383766,12.72877231,1380000.0,42,1,1.0,65.0,,,,433.0,https://www.sreality.cz/detail/prodej/byt/1+1/nejdek-nejdek-postovni/2545074252,Cihlová,5.0,1.0,Nejdek, Karlovy Vary,Ústřední dálkové,1.0,1.0,32857.142857142855
Ústecký kraj,50.681074,14.1171685,1390000.0,92,1,1.0,90.0,,,,126.0,https://www.sreality.cz/detail/prodej/byt/4+1/usti-nad-labem-mojzir-jindricha-plachty/1612304460,Panelová,3.0,8.0,Ústí nad Labem,Mojžíř,Centrální dálkové,4.0,1.0,15108.695652173914
Ústecký kraj,50.59229818,13.56926248,1390000.0,69,1,6.0,155.0,2438.0,2484.0,,104.0,https://www.sreality.cz/detail/prodej/byt/3+1/litvinov-janov-hamerska/2989154380,Panelová,3.0,7.0,Litvínov,Janov,"Ústřední elektrické, Jiné",3.0,1.0,20144.927536231884
Ústecký kraj,50.49081101,13.64579537,1390000.0,33,2,1.0,82.0,842.0,688.0,,121.0,https://www.sreality.cz/detail/prodej/byt/1+kk/most-most-ceska/3677741132,Panelová,4.0,2.0,Most,Most,Ústřední dálkové,1.0,0.0,42121.21212121212
Ústecký kraj,50.49722328,13.65848423,1390000.0,34,2,1.0,160.0,1088.0,1184.0,,195.0,https://www.sreality.cz/detail/prodej/byt/1+kk/most-most-komoranska/3357925452,Panelová,5.0,6.0,Most,Most,,1.0,0.0,40882.35294117647
Ústecký kraj,50.68046314,14.10598967,1390000.0,35,2,1.0,99.0,,,,246.0,https://www.sreality.cz/detail/prodej/byt/1+1/usti-nad-labem-usti-nad-labem-nestemice-peskova/2136399948,Panelová,5.0,2.0,Ústí nad Labem,Ústí nad Labem-Neštěmice,Centrální dálkové,1.0,1.0,39714.28571428572
Karlovarský kraj,50.32071239,12.74383976,1390000.0,21,1,1.0,134.0,,,,100.0,https://www.sreality.cz/detail/prodej/byt/1+kk/nejdek-nejdek-j-a-gagarina/1151131724,Cihlová,5.0,3.0,Nejdek, Karlovy Vary,Jiné,1.0,0.0,66190.47619047618
Ústecký kraj,50.49081101,13.64579537,1390000.0,33,2,1.0,82.0,842.0,688.0,,121.0,https://www.sreality.cz/detail/prodej/byt/1+kk/most-most-ceska/1766842444,Panelová,4.0,4.0,Most,Most,Ústřední dálkové,1.0,0.0,42121.21212121212
Ústecký kraj,50.49081101,13.64579537,1390000.0,33,2,1.0,82.0,842.0,688.0,,121.0,https://www.sreality.cz/detail/prodej/byt/1+kk/most-most-ceska/2819179340,Panelová,5.0,7.0,Most,Most,,1.0,0.0,42121.21212121212
Ústecký kraj,50.49115911,13.65073395,1390000.0,34,2,1.0,53.0,582.0,469.0,,69.0,https://www.sreality.cz/detail/prodej/byt/1+kk/most-most-kpt-jarose/357581644,Panelová,5.0,4.0,Most,Most,,1.0,0.0,40882.35294117647
Ústecký kraj,50.65559212,13.83897187,1390000.0,26,2,4.0,134.0,500.0,,,106.0,https://www.sreality.cz/detail/prodej/byt/1+kk/teplice-trnovany-hlavkova/494727244,Panelová,4.0,2.0,Teplice,Trnovany,Ústřední dálkové,1.0,0.0,53461.53846153846
Ústecký kraj,50.5585481,13.7774406,1390000.0,72,1,1.0,209.0,1040.0,,,139.0,https://www.sreality.cz/detail/prodej/byt/3+1/bilina-teplicke-predmesti-m-svabinskeho/2595979340,Panelová,3.0,1.0,Bílina,Teplické Předměstí,,3.0,1.0,19305.555555555555
Ústecký kraj,50.59213271,13.56786269,1390000.0,40,1,1.0,125.0,2185.0,2256.0,,118.0,https://www.sreality.cz/detail/prodej/byt/2+kk/litvinov-hamr-hamerska/3421933644,Panelová,3.0,6.0,Litvínov,Hamr,Ústřední dálkové,2.0,0.0,34750.0
Ústecký kraj,50.59346802,13.56617879,1390000.0,85,2,1.0,244.0,2644.0,2721.0,,167.0,https://www.sreality.cz/detail/prodej/byt/4+kk/litvinov-janov-lucni/3431116876,Panelová,3.0,7.0,Litvínov,Janov,Ústřední dálkové,4.0,0.0,16352.941176470587
Ústecký kraj,50.59388598,13.56414502,1390000.0,78,2,1.0,191.0,2698.0,2772.0,,116.0,https://www.sreality.cz/detail/prodej/byt/4+1/litvinov-janov-lucni/1086500940,Panelová,5.0,2.0,Litvínov,Janov,Ústřední dálkové,4.0,1.0,17820.51282051282
